EventID,Desk,Trader,Book,BuySell,Quantity,BondID,Price,ExclusionType
3378,HK,T5727593,HK13,sell,371.0,B03283,1836.16,QUANTITY_OVERLIMIT
3380,LON,T2121033,LON20,sell,952.0,B31538,1174.0,QUANTITY_OVERLIMIT
3392,NY,T2078717,NY04,sell,140.0,B23639,1247.44,QUANTITY_OVERLIMIT
3393,SYD,T8621521,SYD01,sell,809.0,B11094,3739.8,QUANTITY_OVERLIMIT
3395,TOK,T9108891,TOK10,sell,423.0,B08521,6147.9,QUANTITY_OVERLIMIT
3396,NY,T2078717,NY00,sell,990.0,B10340,10257.03,QUANTITY_OVERLIMIT
3397,LON,T2121033,LON20,sell,989.0,B47982,1790.86,QUANTITY_OVERLIMIT
3399,LON,T2121033,LON20,sell,750.0,B45214,139278.0,QUANTITY_OVERLIMIT
3405,NY,T2078717,NY03,sell,216.0,B17266,128118.0,QUANTITY_OVERLIMIT
3410,LON,T2121033,LON21,sell,437.0,B35648,120770.0,QUANTITY_OVERLIMIT
3411,NY,T2078717,NY03,sell,101.0,B04712,645.0,QUANTITY_OVERLIMIT
3434,LON,T7210244,LON10,sell,558.0,B05609,88044.0,QUANTITY_OVERLIMIT
3440,LON,T7210244,LON14,sell,650.0,B17266,128118.0,QUANTITY_OVERLIMIT
3447,NY,T4848015,NY34,sell,536.0,B28659,92224.0,QUANTITY_OVERLIMIT
3481,TOK,T2697765,TOK03,sell,966.0,B08521,4678.55,QUANTITY_OVERLIMIT
3485,HK,T6189452,HK22,sell,352.0,B27023,1231.0,QUANTITY_OVERLIMIT
